Y,W,kidid
57.21908741910137,1,100160470201
58.72937496124587,1,100170260201
60.99739648193459,1,100170300201
63.80739756860007,1,100170420201
44.52022689860584,0,100170460201
60.26102170519554,1,100170750201
57.056729665093286,0,100170790201
60.119121318869205,1,100170920201
62.32197789966274,1,100180050201
59.41389250567212,1,100180080201
60.46355574030578,0,100180180201
65.62760731116589,1,100180210201
57.286410186657555,0,100180240201
58.50928506084133,0,100180340201
54.54100689125567,0,100180370201
57.00237811870424,0,100180370202
59.59635336736282,1,100180370203
54.22546084766501,1,100180430201
55.32526557431494,1,100180460201
61.12486763041515,0,100180520201
52.43960562398496,1,100180520202
63.614822499865795,1,100180590201
60.967919600616575,1,100180780201
44.620251385551384,0,100180780202
48.15355419791261,1,100190590201
57.511964621609856,0,100190860201
64.14036751786664,1,100190900201
59.795967179403064,1,100200150501
56.31669075293856,1,100200370201
55.83067536313077,1,100200370202
55.33439009460511,0,100200480201
57.27376178350401,1,100200640201
62.43683144011478,1,100200860201
54.34415953664462,0,100200860202
54.51542451345403,1,100201020201
63.94256093491329,1,100210080201
62.94994763743661,1,100210120201
64.6560709827299,1,100210240101
62.0956241416653,0,100210360201
57.55051955879068,1,100210360202
45.61837771575235,1,100210440201
49.0161782767619,0,100210480201
64.47689558179383,1,100211000201
55.95840459582601,0,100220050301
51.87163752125389,0,100220110201
57.08110215402909,0,100220610201
55.95628806576185,1,100220730201
67.5155079822346,1,100220840101
63.48941962269649,0,100220900201
56.0532117599013,1,100220950201
52.9152953113969,0,100221180201
59.95427678954243,1,100221180202
50.30312426692357,1,100221290201
54.490673807569635,0,100221290202
46.09451094847636,1,100221400101
53.50458960732603,1,100230050201
50.130310192759936,1,100230230201
52.04825753771622,1,100230610201
51.184323528387175,0,100230610202
60.590531276410005,0,100230650201
60.20848274275779,1,100230650202
48.17283815168645,1,100230980201
50.878345702282246,0,100231030201
58.78205876828406,1,100231030202
54.013800433536254,0,100240050201
59.69933104090364,0,100240140201
63.75751628996734,1,100240320201
57.11507885119876,1,100240370201
64.31248553612738,1,100240410201
59.19582961852001,1,100240410202
61.822874754656645,1,100240460201
51.90181070068451,1,100240500201
52.51390730140773,0,100240550201
54.49956579208294,0,100240770201
59.63768159387503,0,100240990201
56.61202346198395,0,100250030201
49.88930308549503,0,100250080201
53.145924372702105,1,100250320201
66.80472790412152,1,100250420201
63.60987250550337,1,100250510201
63.713453350957515,1,100250700201
60.70322891141143,1,100250840201
57.10666965251782,1,100250840202
57.832766887449964,0,100250940201
53.86512130327958,0,100251180201
41.38525963512365,0,100260180201
47.240895521343646,1,100260180202
60.30654590221785,1,100260280201
51.55398138089035,1,100260440101
52.70231557185503,0,100260900101
52.85956197448303,0,100261150201
47.807576238196006,1,100270030201
43.52598915198246,0,100270070201
51.89592492247631,1,100270070202
50.84699452914556,0,100270200201
66.95304978164744,1,100270280301
40.752974996105294,0,100270320201
37.21716822624255,0,100270320202
59.57714652433881,1,100270400201
50.95940512867161,0,100270400202
50.31998725371262,0,100270600201
41.81585942722258,1,100270600202
30.394086455442785,0,100270640201
33.97849644186041,0,100270640202
55.49845462321317,1,100270680201
42.42661888314105,0,100270800201
54.39375718370968,0,100280310101
55.34256035433547,0,100280350201
59.17568468168557,0,100280510201
61.311971088430255,1,100280600201
63.30825730239934,0,100280770201
55.39614271682791,0,100280810101
51.538007492592165,0,100281020201
56.17548553353542,0,100290050201
58.082557819006574,1,100290140301
56.82210266543092,1,100290210201
49.36897708010915,1,100290210202
62.85007907409911,0,100290300301
58.23615478591445,1,100290330201
59.77495889224912,0,100290480201
45.81931113241995,0,100290660201
50.81113359328622,0,100290660202
45.52123469964958,1,100300040201
35.32192953476022,0,100300140201
51.25438211606269,0,100300190201
45.263478246295335,1,100300190202
47.749850096815,1,100300290201
53.11273819735539,0,100300340201
60.46965704411958,1,100300480201
38.182994597626646,0,100300530101
35.942530250365735,0,100300880201
52.12520929601369,1,100300930201
57.78704569668221,1,100310670201
56.25079353202356,0,100310730201
48.660263949322676,0,100311110201
56.868138622628756,0,100320010201
58.893134676434116,1,100320070201
55.661036105257494,1,100320120101
55.43876506896196,0,100320180201
56.523637729396306,0,100320350201
52.24173600012585,0,100320520201
58.38577606546468,1,100320740201
63.00927518080923,1,100320910201
38.118984505447074,0,100330010101
50.07655536489646,1,100330040201
44.531468351454194,0,100330070101
48.54338550570393,0,100330170201
51.33297045061538,0,100330210201
53.907097142570905,0,100330380201
56.396410546962194,0,100340020201
57.183190183801045,0,100340130301
51.90065531914326,0,100340900201
40.67358455809763,0,100350570201
43.66946823676472,0,100351070201
51.90582823273989,0,100360140201
49.98613394249274,1,100360180201
49.95936576228795,1,100360470201
48.88719022872574,0,100360570201
37.42956695769167,0,100360710201
33.85234712318753,0,100360860201
37.9201755894447,0,100360860202
45.7608184736122,1,100360860203
49.69761267972563,1,100360900201
40.79490773744611,0,100360950201
60.16243290265967,1,100370120201
58.9235935961674,0,100370390201
61.9849372446972,1,100370570201
48.92381987918767,0,100370570202
55.92632046332088,1,100370620201
58.57030910978385,1,100370800201
56.02734709000283,1,100370800202
55.19504922403803,0,100370980201
53.531566931381505,0,100380080201
52.41140694519828,0,100380160201
59.67331101404322,0,100380200201
57.82790011565621,0,100380590101
55.040827911315645,1,100380740201
56.678699059362934,0,100380940201
53.76804920115892,0,100390540201
38.833748548059354,0,100391040101
44.64577640396851,0,100391260201
42.354359427157135,1,100391370201
50.72384689995407,1,100400080101
51.895759770288436,1,100400180101
51.638620917661456,0,100400250201
61.988610303085565,1,100400320201
51.90799137131353,0,100400350201
58.274321251693586,0,100400390301
52.90265845310929,1,100400390302
58.61141750209419,1,100400450201
57.60660172659906,1,100400450202
58.499570108691515,0,100400490201
60.21580797533411,1,100400560201
54.595042870260315,1,100400560202
58.865179254191524,1,100400660101
59.06834865840957,0,100400730201
58.188143286722095,1,100410010201
44.20068311947829,0,100410070201
56.93223341205435,0,100410190101
58.098779286945174,0,100410230201
61.185937550256725,0,100410230202
59.80887516788825,1,100410260201
54.11433113280864,0,100410290201
61.843355128277224,0,100410320101
63.767202159857014,1,100410350201
62.53488247064847,0,100410380201
33.034664613858354,0,100410410101
52.39797181409559,1,100410690201
43.4464501000423,0,100410690202
67.75129705403387,1,100420170201
55.63473788742565,0,100420350201
62.310144450474816,0,100420400201
59.831848049077664,0,100420460101
54.91281084351112,0,100420520301
56.82933506762094,1,100420580201
61.906632185914205,1,100420810201
53.75111897575177,1,100421040201
53.573465773130906,0,100421100201
61.21345724561726,1,100430240201
50.22594340555927,0,100430290201
30.954779893290137,0,100430340201
34.119587442596156,1,100430340202
46.58298580247482,0,100430480201
68.2137545512026,1,100430480202
60.436878372840404,1,100430760201
56.82962931418826,1,100430900301
51.13229096710264,0,100440030201
58.637226620951964,0,100440140201
63.07810997654339,0,100440170201
58.35922550969376,1,100440170202
62.6384535382952,1,100440190201
55.206974381528795,0,100440300201
54.381315620819436,1,100440580301
55.46896917243935,0,100440610201
55.23728101032913,1,100450100201
56.03274991024223,0,100450290201
50.65744697736592,0,100450660201
58.18247402215671,0,100450660202
55.20162929948461,0,100450760201
54.196871001835454,1,100450990201
63.61898887286063,1,100451040201
62.77009187683665,1,100460020201
60.350194184688135,1,100460190201
65.17522396473655,1,100460190202
66.78508778828132,1,100460240201
59.47952636467937,1,100460280201
54.223645285901284,0,100460460201
55.77715250963211,0,100460630101
54.14791470326932,0,100460630201
42.908340649802206,0,100460680301
59.33570648386417,1,100460720201
54.5628261824823,0,100461070201
61.17051595032743,0,100470100201
52.35051705143817,0,100470290301
64.0608664073656,0,100470550301
49.75189249389261,0,100470580201
62.08732789483363,1,100470660201
57.88454487643643,0,100480020201
57.21713513228473,1,100480110201
57.44088789565711,1,100480370201
58.47290976581384,0,100480410201
44.90207902040043,0,100480460201
59.25264304644497,1,100480500201
60.4569119090807,1,100480500202
42.4340652566657,0,100480590201
44.490980343193556,1,100480850201
64.10349521776331,1,100480890201
56.912633500623585,0,100481020201
52.50122675811156,0,100490150201
56.68026085447741,0,100490220201
39.78091448049873,0,100490250201
57.978541300692136,1,100490420201
45.86567565002515,0,100500010201
50.47951649183113,1,100500180201
57.15262077135637,0,100500210202
54.29802773593575,0,100500240101
49.514401259366515,0,100500240102
43.65607683788777,0,100500370101
61.96520957874276,1,100500440201
54.025625163090126,0,100500540201
56.03907091974938,0,100500570201
54.81088937456226,0,100500700201
58.51656485164295,0,100510110201
64.09197208616976,1,100510110202
59.75860336011046,1,100510200201
49.90019442538835,0,100510420201
53.27459900367082,1,100510420202
58.6660389707776,1,100510540201
54.0663172764093,0,100510560201
52.893927170176184,1,100510590201
36.59718967041906,0,100520220102
46.078835441675196,1,100520350201
44.785895266198985,1,100520350202
37.26210761272164,1,100520350203
13.018110356677303,0,100520390201
23.504733449184293,1,100520390202
17.56808577385751,0,100520390203
31.7937985117612,1,100520440201
31.429996510276354,0,100520440202
31.05777271062259,0,100520480201
29.034812883270515,1,100520480202
52.20131827965781,0,100520530101
46.880458504999936,0,100520530201
51.852018533883744,1,100520530401
48.39013745173604,0,100520570201
45.759612541031046,1,100520660201
41.01198394894451,0,100520700101
34.93343720339519,1,100520790101
29.19009736061939,0,100520920201
57.215210166195334,0,100520970401
48.84610066093755,1,100521050201
39.9192267376608,0,100530120201
47.60894073651606,0,100530440201
58.9375182137786,0,100530500201
57.61146410787177,1,100530600201
51.32285786790189,1,100530870201
36.70033536799806,0,100530930101
37.878454805504326,0,100530930102
52.946016169155875,1,100531200201
62.58986595146576,0,100540060201
63.24039357964331,1,100540060202
55.61551459082636,0,100540180201
55.254325071661505,1,100540270201
59.49618396152759,1,100550010201
56.63587926157049,0,100550070201
57.632554859963754,0,100550750201
64.70866407613974,1,100550750202
63.4704229086894,1,100551280201
57.502203118465125,0,100551280401
56.33475322625735,0,100560340101
58.83083334284805,0,100560340102
60.35056013094922,1,100560400201
39.61984854295592,0,100570140101
25.091984553727187,1,100570340201
28.566058927639247,0,100570650301
43.66007244089023,0,100580300201
47.2156104712547,0,100580440201
39.21324589292811,1,100580790201
27.43788607517811,0,100581070101
21.92142329605104,1,100590260101
41.250152240428925,1,100590300201
41.75717013911177,0,100590390101
39.01075695621603,0,100590450301
32.01026587892704,1,100590490201
38.58831496017604,1,100590490202
40.647663570170764,0,100590680101
62.18825981993761,1,100600240201
57.0631857312667,0,100600320201
45.57777372100454,0,100600470101
57.613881961072835,1,100600770201
62.042632445492664,1,100600800101
60.01235869645119,1,100610030301
52.64792603342959,1,100610080201
47.12322370486136,0,100610210201
37.44352883377168,0,100610480201
31.675273665096434,1,100610520201
31.586641293741685,0,100610650201
25.819905891177527,0,100610700201
39.78364728623043,0,100610960101
32.037180575944774,0,100610960102
48.439538539846076,0,100620010201
29.809170068075353,0,100620190201
51.78209999437076,0,100620250201
27.505190308830592,1,100621090201
32.76426532017111,0,100621090202
50.61707362839288,1,100621420201
47.49065922337726,0,100621510201
26.803617906125137,1,100630070201
36.471060464985115,0,100630230201
38.73375864304893,1,100630380201
29.987803329166738,0,100630590201
36.757858487010445,0,100630590202
25.44802037504614,1,100630690401
19.784547294835214,1,100630690402
54.12258243071738,1,100630910201
37.744340019195825,0,100631500201
40.98926543205241,1,100631500202
26.78804354141871,1,100631550101
37.7388673197817,0,100640110201
48.41148566504041,1,100640210101
37.898631764269446,1,100640450101
35.57684616714515,1,100640480201
30.540405372392232,1,100640480202
28.26138959715754,1,100640550101
16.540091210423807,0,100640550102
30.60840843982471,1,100640790201
26.378773559558798,1,100640790202
36.63761630338939,1,100640830201
57.34135293723481,0,100640860201
31.45127370333828,0,100650140101
36.70993789610226,0,100650220201
36.44701954311074,0,100650220202
49.20182080322126,0,100650230201
47.362522605081075,1,100650230202
33.749698350527574,0,100650290201
50.06948485560122,1,100650330201
34.12102620394725,1,100650370201
36.64094312050906,1,100650380101
51.69669366421165,1,100650400201
54.80155406522451,1,100650420201
39.97098799418529,1,100650430201
47.67500653064915,0,100660040201
42.919858171023755,1,100660070401
45.365235880560256,0,100660070402
51.10313601606108,1,100660090201
30.347782835200174,0,100660130101
37.880710882941194,0,100660200102
47.33468827891852,0,100660240201
42.37072626049301,1,100660260101
51.46749766297252,0,100660260102
43.96724827957165,0,100660350201
50.663362860875836,1,100660400101
68.48517903900228,1,100670010201
49.90899712277366,1,100670070201
48.70875042523855,0,100670070202
63.65889660110737,1,100670300201
54.493134348433244,1,100670300202
42.12946270111411,0,100670510201
45.91060900680363,1,100670510202
53.426601531138836,1,100670510203
22.69462330603919,1,100670660101
43.35281302831917,0,100680120201
51.31291946189597,0,100680160101
48.88232378570265,0,100680160102
28.732634198160344,1,100680960201
26.190737985325605,1,100690150201
21.938953549343132,0,100690210101
28.784434510416553,1,100690280201
42.08011935510477,1,100690320301
29.842637586084464,1,100690370101
21.942911679345315,1,100690370102
26.200572117706944,0,100690590201
31.063552740076602,0,100690590202
32.938755184665766,0,100690590203
31.973364415786634,1,100690660101
40.70423517585086,1,100690700201
28.35530888885571,0,100690750101
46.797723682592796,0,100690860201
42.23757353558705,0,100691100201
58.29256957004796,0,100700450201
53.55638758726635,0,100700450202
67.39802038259307,1,100700540201
35.87182797852121,1,100700950201
44.0045045326932,1,100701270201
23.923321470138145,0,100710140201
40.43921445355636,1,100710490201
53.18713917120282,1,100710490202
20.34983341696829,1,100710970201
17.654298443958137,0,100710970202
49.36286374982133,1,100711040201
24.161241197126163,0,100711300201
51.758183193346504,0,100720210101
22.29546078510542,1,100720300201
54.9247519540079,1,100720340101
51.63808089110277,1,100720340102
22.907315169664063,0,100720600201
21.921053112920475,0,100720710201
25.962269167473295,0,100720750101
49.97964949659524,0,100720860201
30.95637233750832,1,100730180201
36.87370191819727,1,100730180202
24.521753061277042,0,100730210101
40.37273657838501,0,100730280201
26.87194037938541,0,100730450201
29.218923892878458,1,100730510201
20.85340615219757,1,100730510202
41.53335061743585,1,100730610201
36.23069077158892,1,100730680201
31.63013993500411,0,100730680202
17.061932474823955,0,100740620201
20.41530034275216,1,100740680201
18.38381416879161,1,100740730101
20.622598542316993,0,100741260201
33.8448434438552,1,100741350101
26.907260491580427,1,100750120201
26.4278613896288,0,100750120202
28.294156989475816,1,100750160201
19.15896179593797,0,100750420101
33.90833790778571,0,100750620101
35.09874077140942,0,100750620102
30.71918515030326,1,100750660201
39.176974842598895,1,100750660202
23.261882694512714,0,100750700301
59.79259557802502,1,100750940101
60.40500660822834,1,100751000201
26.800504202911352,0,100760020201
25.551741531371242,1,100760330201
40.714625035907055,1,100760380301
42.58340699627131,1,100760550201
33.88625340690793,0,100760550202
30.31322066868279,1,100760660201
34.81827367091025,0,100760830301
35.27273865611796,0,100761020101
37.62962649748719,0,100761020102
49.29794320099548,1,100761080201
44.25092747063413,0,100761080202
39.13965975536522,0,100761470201
41.49196469235482,1,100770040201
18.89982438157456,1,100770080201
46.45552342234021,0,100770210201
58.1685869153711,0,100770210202
37.481580452345376,0,100770340201
33.38983797144407,1,100770450201
43.087129204346795,1,100770450202
40.90771835593015,0,100770490101
27.509864860222798,0,100770490102
36.84991834973457,0,100770750201
38.37933807853882,1,100770790201
32.200206063075434,0,100770790202
34.243408772576046,1,100770870101
39.94976873116683,0,100770930202
30.794829135691465,0,100770930203
27.357033181829898,0,100771090201
44.82828905064203,1,100780810101
58.77577411099368,1,100780950201
33.06752121811429,0,100781010101
21.54920697968671,1,100781010102
49.236870719079285,0,100781140201
47.55232618293492,0,100781140202
42.555602637957875,1,100790280201
54.00868193609034,1,100790530201
30.07236157600806,0,100790720201
42.94044474660912,1,100800140201
39.2009834590634,1,100800230201
46.538122933472295,1,100800270201
46.07123514331979,0,100800270202
27.362937730815343,0,100800340201
36.68933112518907,0,100800370101
30.95783648822401,1,100800550301
39.373635603889305,1,100800620201
33.689458957934484,0,100800740201
22.983449296781824,0,100800960201
58.387035137031326,1,100810070201
54.64497377545807,1,100810230201
58.440825509538456,1,100810230202
50.554199195290494,0,100810400201
41.18930204791857,0,100811090201
46.95567539939538,0,100811240201
52.301708006371236,0,100811400101
33.630984497387665,1,100820190101
45.452839740896444,0,100820270201
39.20213842717272,0,100820310302
36.44451589953987,1,100820390301
33.45914673133798,1,100820390302
38.67447865594216,1,100820390501
47.41407844625435,0,100820470201
33.58364323760435,1,100820870201
41.61498752333324,1,100830500201
49.06734674453622,1,100830590301
36.084569881513545,0,100830800201
45.97351220745856,0,100830820201
52.93470565206877,1,100830820202
50.63071381067252,1,100830910201
36.65479303148798,0,100831080201
55.76470891985675,0,100840310201
65.41231907816194,1,100840310202
41.71659151830153,0,100840350101
58.913302984408304,1,100840480101
55.96449903804659,0,100840550201
45.92888917700881,0,100840710101
69.27474536479859,1,100840750101
55.34348334383691,0,100840750102
44.85774540199298,1,100850390101
27.882941866193473,1,100850530101
53.46236020484991,1,100850710201
41.17974090620061,1,100860110201
41.60059614736507,0,100860180201
28.03654372333133,0,100860330201
21.563839045945787,1,100860330202
37.53111591433499,0,100860810101
35.982570266342556,1,100860810102
47.516314797512415,1,100860860101
48.46741134493711,0,100861000201
37.92794484772098,0,100861000202
44.48002057499324,0,100870020101
30.86097030432992,1,100870110101
56.68196244005003,1,100870230201
36.29113263874316,1,100870270101
31.06894887881427,1,100870340201
51.29737107714501,0,100870470201
15.503102283668978,0,100870700201
16.374752213480555,0,100870700202
30.754337084364266,0,100870910201
23.10469770616862,0,100870960301
31.25131225070644,0,100880030201
45.99190254653791,1,100880190201
37.68640258600856,1,100880190202
27.22263565951347,1,100880250401
33.32832382692499,1,100880320401
40.09964084033065,1,100880350201
52.300753413249474,0,100880420201
19.92702036611175,0,100880750201
29.631864307975214,1,100880850101
30.142496304818124,0,100880860201
32.50587373599311,0,100880860301
44.56779162909615,1,100890260101
45.14182281903857,0,100890570301
45.422886779717004,0,100890920401
40.09624455864921,0,100890920402
43.982458004460966,0,100890920601
34.43232667427946,0,100891150201
60.39639937724001,1,100900030201
55.343559460532475,0,100900030202
47.473932671386834,1,100900110201
59.82065847318057,1,100900190201
51.818786009184436,0,100900230101
62.83589760448905,1,100900270201
56.898593976359464,0,100900510201
53.87623043381779,0,100900590201
58.60455729715556,1,100900790201
61.35943700852664,1,100900830201
59.20129042050329,0,100900870201
42.11651964684254,0,100910100301
31.21010406104047,0,100910150201
11.615855165809075,0,100910580201
45.451612284336385,0,100910850201
47.65005733081742,1,100920250201
49.10463516702558,1,100920300101
40.79637984835891,0,100920400201
31.3670686046227,0,100920690201
48.675459912115016,0,100920890201
41.76364014322286,0,100921140401
55.57848604447738,1,100921190201
51.820210952463476,1,100921240201
44.729982125337706,0,100930170101
32.66703434972494,0,100930240201
34.52450064280565,1,100930380201
45.444229399983165,1,100930460201
30.43621638418796,0,100930460202
46.24844243695548,0,100930670101
50.33603350637743,1,100940160201
45.27460712417998,0,100940160202
57.86649998903399,0,100940190401
39.016059299785134,0,100940220301
57.52483676931118,0,100940690201
62.707218622705874,1,100950050101
57.85700895963063,0,100950080201
45.72819583685139,0,100950110201
60.34878228079332,0,100950290201
63.25662879935542,0,100950350201
47.80276460217899,0,100950440201
46.17280874708833,0,100950440202
50.902759911789325,1,100950470201
45.318188176936374,0,100950530101
57.73200670193582,1,100950680201
61.971571446770746,1,100950680202
54.52498625824413,0,100950710201
31.5808997944185,1,100950740101
44.594732651021125,1,100960060201
43.47382330178633,1,100960300201
57.0240194007827,1,100960360201
33.4881537031972,1,100960380201
26.418035894459152,0,100960380202
16.940232221159427,0,100960410101
39.583686657788135,1,100960440101
39.80024189453761,1,100960440102
47.2489237738317,0,100960550201
43.18687865529747,0,100960570201
45.44688012134759,1,100960680301
30.307043999508725,0,100970030201
43.2326681868684,1,100970290101
57.72035274278135,1,100970330201
35.96081321480228,0,100970410201
36.6108371155803,1,100970450201
46.667527041749004,1,100970490201
45.884096422989884,1,100970560201
54.93913768623832,1,100970560202
21.59118029656274,0,100970640201
39.629046753730734,1,100970720301
24.313982080172714,1,100970870201
46.061539811388826,1,100980010101
52.690914399921986,1,100980020201
39.90937395028762,1,100980050201
27.994252609794383,0,100980110101
57.9401807598653,0,100980120201
32.48289460160065,0,100980130201
31.22182834124201,1,100980140201
34.99217030151383,0,100980200201
49.75104776399684,1,100980210301
52.79542607727059,1,100980210302
28.98908777289719,1,100980230201
39.59634168686423,0,100980240201
59.67329541773819,0,100990050201
59.47878873875102,1,100990110201
62.91836527555806,1,100990140201
49.37717322694812,0,100990220201
64.42028049462188,1,100990280301
54.94311136632954,0,100990310101
57.97806414010432,1,100990330201
60.22176831332434,0,100990390201
55.872915099462126,0,100990480201
60.21511507691771,0,100990670201
57.27191595006093,1,100990670202
59.648513257280705,1,100990700201
35.66807116507955,1,101000130201
36.331026818254784,0,101000340101
35.97059341243807,0,101000440101
28.803156644397472,0,101000560101
24.963166225887402,0,101010240201
37.03776364856114,1,101010310101
33.262310319797535,1,101010400201
45.50692332696009,1,101010560201
56.15197262415374,0,101020220201
42.56951198433456,0,101020300201
36.776864553996795,1,101020340201
38.28266930069163,0,101020450201
53.28477640844386,0,101020490201
39.71037512047928,0,101020680101
28.436994578234234,1,101020760201
57.02700749913215,1,101020840201
43.16989544832823,0,101030270201
41.799980119245376,1,101030350201
52.550170560269514,0,101040100201
68.39041777975531,1,101040140101
60.05442494431148,0,101040190201
56.34082664266787,1,101040280201
55.589932238775,0,101040370201
58.09103708790995,0,101040500201
57.06982239229996,0,101040640201
60.37903901095037,0,101041090101
31.496475620616668,1,101050120201
50.243317776392416,1,101050360101
55.307320698934085,1,101050500201
47.964653517576586,1,101050530101
44.82678363102484,0,101060100101
42.4654720222298,0,101060720201
31.40228902110303,0,101061180201
60.39653087567085,0,101070010201
46.85904687246239,0,101070440101
60.847209953246285,1,101070610201
43.35040633977274,1,101070950101
39.29804415330368,0,101070950102
16.634021757551757,0,101080010101
58.705308369347065,0,101080080201
45.1585809349535,1,101080130101
41.16816261394515,0,101080160301
53.75456885668737,1,101080400301
40.81691585682073,1,101080450201
49.423172947994004,1,101080470301
59.84296650379432,1,101080500201
24.145389097203314,0,101090120301
49.991707194108294,1,101090230201
24.442978791456483,0,101090270201
40.070629091664024,1,101090730201
37.34655164816479,1,101090730202
43.75245988260207,0,101090810101
44.93903692927539,1,101100170401
58.22187588708523,0,101100280201
59.54524476797548,1,101100280202
8.491834177779284,0,101100460101
40.570015330507026,1,101100860201
32.91185803639294,0,101100900101
38.361224905255625,1,101110210101
26.213810092793,1,101110460201
23.581838929062524,1,101110460202
37.841678129486574,1,101110590101
47.56359447470426,0,101110630201
52.906883181837706,1,101110670201
60.53074732096857,1,101110710101
64.87057898688585,1,101110710102
48.31144055584878,1,101110760201
44.79093840138524,0,101120040201
14.233706870803237,0,101120420101
16.975832241980235,1,101120420102
47.804279540459326,1,101120490201
25.0324319106189,0,101120600201
24.148188526137837,0,101120600202
26.41355335608953,0,101120600203
26.63226906775126,0,101120780201
40.88361347681734,1,101130050202
30.14240674125903,0,101130180201
47.24565622320696,0,101130310201
21.98102291871589,1,101130530201
23.86141396759176,0,101130530202
47.67583584457769,1,101130700201
22.42322328139182,0,101130790201
39.401918303686124,0,101140240201
49.534556916490224,1,101140240202
14.318265818086735,1,101140470201
25.907268811105887,0,101140650301
47.8247305927734,1,101140870201
62.82721606177909,1,101140920201
40.5937057708239,1,101150030201
42.33803737713397,0,101150030202
46.06660665810374,1,101150030203
40.77404310412294,0,101150240201
38.82153909182152,1,101150280201
34.24908030547897,0,101150320201
36.716791565481074,0,101150320202
52.074850385916825,1,101150350201
55.60088254145528,1,101160010101
63.636264480008165,1,101160040101
51.73327510328634,0,101160140101
52.4643780658507,0,101160200201
68.58018852011215,1,101160270201
52.06581299084556,0,101160300201
45.339148373854975,0,101160360201
51.52185201319964,0,101160360202
48.17952665990833,0,101160590301
56.01036444110142,1,101160690201
42.8197389482319,0,101160720101
30.37067651842156,0,101160750201
50.92489521291209,1,101170050201
22.601494073958598,0,101170140201
40.41686456898416,1,101170490201
50.68463067248978,1,101170490202
31.86128874846105,0,101170670201
57.98996534548877,0,101170710101
36.28976093340531,0,101170770201
38.99446955221534,1,101170770202
52.26292829402228,0,101180080201
56.2136147038164,0,101180100201
52.701126328798495,1,101180130201
56.184973219417564,1,101180180201
54.047654772371104,0,101180260301
57.87198732007906,1,101180260701
59.13054262974579,1,101180320201
57.527054906560586,1,101180350201
58.14107946468537,1,101180370101
63.3474784870344,1,101180450201
58.79223300163485,1,101180530201
57.65351652865408,1,101180560201
56.36512891494319,1,101180640201
59.24881314291339,1,101180640202
62.197828637148746,1,101180670301
58.03059897373048,0,101180670401
65.00960279269196,1,101190160201
52.72221292681845,1,101190710201
20.672755085829316,1,101190770201
54.534672472656126,1,101200420101
65.38467528385776,0,101200490201
54.394971985298206,0,101200640201
50.40719957840331,1,101200710201
33.81639104488564,1,101210030101
43.78662262869454,0,101210060201
50.89311345913528,1,101210060202
54.32723453488161,1,101210280201
55.37110933011685,1,101210420201
